Title,Credit Hour,level,Equivalent Courses,outlines
Social Marketing (MG574),Credit Hours: 3,Course Level: Sophomore,,Some basic sample designs. Central limit theorem.Estimation methods.Estimation of mean and proportion.Tests of significance and hypothesis.Contingency tables and test of independence.Analysis of Variance.One‑way and two‑way classifications and test of means.Basic designs with application.
Equity Valuation (MG575),Credit Hours: 4,Course Level: Sophomore,,Estimation methods; Tests of hypotheses; Multiple linear regression; Correlation and regression analysis; Stochastic processes; Stationary and Markov; Decision theory; Large sample theory.
Branding Strategy (MG580),Credit Hours: 3,Course Level: Sophomore,,"Error concepts and analysis; Solutions of nonlinear equations by various methods e.g. inter‑halving, linear interpolation, Newton, fixed‑point, Q‑D, Muller, etc.; Interpolating polynomials; various types of differences; Representation of polynomials by differences; Operators and their relation; Symbolic derivation; Interpolation with unequal intervals; Inverse interpolation; 2 and 3 dimensional interpolation; Numerical differentiation and Integration. Solution of Systems of Linear Equations by various methods."
Qualitative Methods in Mgmt. Research (MG589),Credit Hours: 4,Course Level: Sophomore,,Solution of linear system of equations by iterative methods; Error analysis and ill‑conditioning; Solution of system of non‑linear equations; Theory of approximation; Orthogonal polynomials; Various order splines; Eigen value computation. Solution of ordinary differential equations; Various order R‑K methods; Finite element analysis.
Cases in Management (MG593),Credit Hours: 3,Course Level: Sophomore,,"Probability its Approaches and Laws, Conditional Probability, Bayes theorem, Discrete and Continuous Random Variables and their probability distributions, Joint Distributions. Probability Distributions (Binomial, Negative Binomial, Hypergeometric, Geometric, Multinomial, Poisson Normal) Cumulative Distribution Function and Stochastic Processes, Application of stochastic Processes"
Financial Reporting & Analysis (MG599),Credit Hours: 4,Course Level: Sophomore,,"This course focuses on using sample measures to infer something about the characteristics of a population. Moreover, the emphasis is on hypotheses testing techniques to determine whether or not various interesting assertions about the population are supported by the sample evidence. Topics include Sampling, Random and Non Random Sampling Techniques, Sampling Distribution for Means and Proportions, Estimation of Confidence Intervals, Hypothesis Testing through Z- test, t-test, F - test Chi Square test One and Two Way ANOVA."
Philosophy of Management Science (MG601),Credit Hours: 3,Course Level: Sophomore,,"Introduction to logic and proofs: Direct proofs; proof by contradiction, Sets, Combinatorics, Sequences, Formal logic, Prepositional and predicate calculus, Methods of Proof, Mathematical Induction and Recursion, loop invariants, Relations and functions, Pigeonhole principle, Trees and Graphs, Elementary number theory, Optimization and matching. Fundamental structures: Functions; relations (more specifically recursions); pigeonhole principle; cardinality and countability, probabilistic methods."
Strategic Compensation Management (MG602),Credit Hours: 3,Course Level: Sophomore,,"Elementary Operations on matrices, Matrix multiplication and its properties, Special matrices, transpose of a matrix, Adjoin and inverse of a square matrix, Row operations Echelon & reduced Echelon form of matrix, rank of matrix, Application of Matrices, Eigen values and Eigenvector,1st Order Differential Equations: Basic concepts, formation and solution of differential equations by direct integration and by separating the variables, Homogeneous equations and equations reducible to homogeneous form. Linear differential equations of the 1st P P order and equations reducible to the linear form, Bernoulli’s equations and orthogonal trajectories, engineering application , Special types of 2nd order differential equations with constant coefficients and their solutions. The operator D, Inverse operator 1/ D, Solution of differential equations by operator D methods, Special cases, Cauchy’s differential equations, Simultaneous differential equations, applications in Engineering, Partial Differential Equations, Linear homogeneous partial differential equations and relations to ordinary differential equations, Solution of first order linear and special types of second and higher order differential equations, D’Alembert’s solution of the wave equation and two dimensional wave equations, Lagrange’s solution, Various standard forms, Fourier Series."
Corporate Governance (MG603),Credit Hours: 3,Course Level: Sophomore,,"Probability its Approaches and Laws, Conditional Probability, Bayes theorem, Discrete and Continuous Random Variables and their probability distributions, Joint Distributions. Probability Distributions (Binomial, Negative Binomial, Hypergeometric, Geometric, Multinomial, Poisson Normal) Cumulative Distribution Function and Stochastic Processes, Application of stochastic Processes"
Research and Theory in Management (MG604),Credit Hours: 4,Course Level: Sophomore,,"Introduction to Complex Numbers, Complex Plane. Polar Form of Complex Numbers, Powers and Roots, Derivative, Analytic Function, Cauchy-Riemann Equations, Laplace’s Equation, Exponential, Logarithm, Trigonometric and Hyperbolic Functions, Line Integral in Complex Plane, Cauchy’s Integral Theorem, Cauchy’s Integral Formula, Singularities and Zeros. Infinity, Residue Integration Method, Residue Integration of Real Integrals, Fourier series, Half-Range Expansion, Complex Fourier Series, Fourier Integrals, Fourier Sine and Cosine Transforms, Fourier Transform."
Mathematics,Credit Hours: 3,Course Level: Sophomore,," Polynomial Approximation (Weierstrass approximation, best approximation: existence, uniqueness, Chebyshev polynomials of first kind, Lipschitz functions, weighted least squares approximation, orthogonal polynomials), Polynomial Interpolation (convergence of Lagrange and piecewise Lagrange interpolation polynomials, Hermite interpolation, divided differences with repeated points, trigonometric interpolation, fast Fourier transform, B-splines), Numerical Quadrature (degree of precision, method of undetermined coefficients, basics quadrature and their composite rules, Euler-Maclaurin formula, Richardson extrapolation, Romberg integration, weighted Gaussian quadrature: formula, error, and convergence; Gauss-Legendre quadrature, convergence of sequences of integral approximations, adaptive numerical integration),  Numerical Linear Algebra (vector and matrix norms, spectral radius, error bounds, condition number, least squares problem, Gram-Schmidt orthogonalization, Householder and QR methods, basic iterative methods (Jacobi, Gauss-Seidel, relaxation), conjugate gradient  method and their convergence), Eigenvalue Problems (QR algorithm and its convergence, Schur decomposition, singular value decomposition, computation of singular values, tridiagonalization, eigenvalues of tridiagonalHermitian  matrix:  QR  method,  Sturm sequence, Rayleigh quotient iteration and its convergence), Numerical Solution of Ordinary Differential Equations ( Review of ODE theory:  existence; uniqueness; stability, model problems and their stability, finite-time blow-up for nonlinear equations, revised existence results, solution to first-order linear equation, general solutions to a linear homogeneous high-order ODE, Euler’s method: derivation, truncation error and consistency, convergence and error estimates, numerical stability and rounding errors, asymptotic expansion, linear multistep methods:  some examples, general definition: local discretization error; consistency; convergence; and stability, linear multistep methods:  necessary and sufficient for consistency and for order-m discretization error, example of high order but divergent method, a convergence theorem) Numerical Solution of Partial Differential Equations (Finite Difference Methods: boundary value problems of second elliptic problems, five-point discretization of Laplacian, maximum principle, convergence and error estimate, initial and boundary value problem for the heat equation, explicit and implicit time  discretization, consistency, stability, and convergence)."
Calculus ‑ I (MT101),Credit Hours: 3,Course Level: Sophomore,,"Functions, Domain and Range of Function, Multivariate Function. Types of Function.Graphical representation of functions. Linear programming , graphical solutions , corner point method, Application of linear programming ,Blending models, Differentiation, Limits ,properties of limits and continuity, Average rate of change, The Derivative, Rules of differentiation, Optimization Methodology, maxima and minima,  curve sketching, restricted domain consideration Optimization Applications, Revenue Cost and Profit application . Integral Calculus rules of integration. Application in business"
Calculus ‑ II (MT103),Credit Hours: 4,Course Level: Senior,,"An Introduction to Graphs, Trees and Fundamental Circuits, Planar and Dual Graphs, Vector Spaces of Graphs, Networks, Matchings and Factorizations Eulerian Graphs, Hamiltonian Graphs, Coloring of Graphs, Digraphs, Connectivity, Graph Theoretic Algorithms."
Linear Algebra (MT104),Credit Hours: 3,Course Level: Sophomore,,"Functions of Several Variables and Partial Differentiation. Multiple Integrals, Line and Surface Integrals.Green’s and Stoke’s Theorem. Fourier Series: periodic functions, Functions of any period P‑2L, Even & odd functions, Half Range expansions, Fourier Transform. Laplace Transform, Z‑Transform."
Linear Algebra (MT105),Credit Hours: 1,Course Level: Junior,,"Introduction: History and Applications, Mathematical Models, OR Techniques, Phases of OR Study. Linear Programming: Construction of LP Models, Graphical Solution, Sensitivity Analysis, Simplex Method, Artificial Starting Solution, Special Cases, The Dual Problem, Dual Simplex Method, Transportation Model, Assignment Model, Network Models: Minimal Spanning Tree Algorithm, Shortest Route Algorithm, Maximal Flow Algorithm, PERT/CPM, Decision Analysis: Risk Situations, Decision under Risk and Uncertainty. Two‑Person‑Zero‑Sum Games, Mixed Strategy Games."
Business Mathematics (MT109),Credit Hours: 3,Course Level: Junior,,"Introduction: Nature of subject, Mathematical and Graphical representation, Application of elementary relationships."
College Algebra (MT110),Credit Hours: 4,Course Level: Junior,,"Fundamentals of Probability Theory, Discrete and continuous random variables, Expectation and moments, functions of random variables, Conditional distribution functions, Stochastic processes, Applications to Markoff models, and queues."
Sequences and series.,Credit Hours: 3,Course Level: Senior,,"Halting Problem; Recursiveness and Church’s thesis, Recursive enumerability, machine models and complexity, Language theory and word problem, Goe del theory;Diophantine Problem; Reduction to machine models, Hilbert’s tenth Problem;Problems with many faces; Borderline between decidable and undecidable;The Secret number; Compressibility of information.Designing a Parallel Machine Model; The Unit-Cost measure of time, The assignment of programs to processors;Space and parallel time; Small space sequential computation, Log-space completeness, The parallel computation thesis;The AKS sorting networks; An abstract sorting algorithm, The correctness of proof;Unbounded Fan-In parallelism, Alternating Turing machine, Parallel computation thesis. "
Business Math ‑ I (MT111),Credit Hours: 3,Course Level: Senior,,"The nature of operations research; Formulating problems and objective analysis; Types of problems, risk situation, maximizing effectiveness & efficiency; Maximin; Model construction and approximations; Sequential decision models; Transportation and assignment problem, simplex method, duality; Nature and structure of inventory problems; Deterministic problem from one item, one level; Replacement maintenance; Capital equipment discounting cost; Replacement in anticipation of failures; Group replacement; Decision trees; Reliability & probabilistic problems; Sequencing and coordination; PERT and CPM."
Business Math ‑ II (MT113),Credit Hours: 3,Course Level: Senior,,"Introduction; Binary operations, Monoids, Groupoids, Semigroups, Groups, Rings, Integral Domains, Fields, Ideals, Modules Subgroups, Homomorphisms, Normal subgroups, Commutative and Noncommutative groups, Lagrange and Sylow Theorems, Direct Product, Permutation Groups; Field Extensions, Algebraic Elements, Minimal Polynomials, Splitting Fields, Galois Theory."
Business Statistics (MT114),Credit Hours: 3,Course Level: Senior,," Classical Techniques;Basiccombinational problems, Generating functions and recurrence relationships, Symmetric functions, Multinomials, Inclusion and Exclusion principle, Permutations with forbidden positions. PolyaTheory;Necklace problem and Burnside’s Lemma, Cycle index of a permutation group, Polya’s Theorem and Applications, Binary operations on permutation groups. Matching Theory; partially ordered sets, Existance Theorems. Inversion Techniques; Classical Inversion Formula, Mobius Function.Designs; Existance and construction, BRC Theorem.Ramsey Theory."
Calculus ‑ II (MT115),Credit Hours: 3,Course Level: Senior,," Probability, its axioms and rules.  Random variables, probability distributions, the distribution function.Certain probability models, mathematical expectation, some special mathematical expectations, Chebyshev’sinequality.Conditional probability and stochastic independence.Special discrete distributions, binomial and Poisson.Continuous distributions, gamma and chi-square distributions.Normal and bivariate normal distributions.Distributions of functions of random variables.Transformation of variables of discrete and continuous type, t and F distributions.Distribution of order statistics, moment generating function technique, distribution of sample mean and variance.Limiting distributions, stochastic convergence, limiting MGF, central limit theorem. Interval estimation for mean, difference of means, variances, Bayesian interval estimates. Interval estimation for mean, difference of means, variances, Bayesian interval estimates. Point estimation, sufficient statistics, properties of estimates. Different methods of point estimation, decision functions, Bayesian methods.Testing of hypotheses, best tests, uniformly most powerful tests, sequential probability ratio test.Likelihood ratio tests, Chi-square test. Quadratic forms, tests for equality of several means. Regression analysis, test of stochastic independence, multiple comparisons."
Calculus (MT116),Credit Hours: 4,Course Level: MS/PhD,,"The probabilistic method. Partial orders and Dilworth's theorem. The Pidgen-Hole Principle.Includion/exclusion, Double counting. Planar graphs: Euler's formula and bounding the number of edges in a planner graph. The ¯ve color theorem. Choice number of planner graphs. Convex sets and basic properties of convex sets. Some review of linear algebra. Convex objects: The Radon Lemma and Helly's theorem, Center points and ham-sandwich cuts, The Erdos-Szekers Theorem. Horton Sets. Incidence Problems: The Crossing Number Theorem. The Szemeredi-Trotter"
Applied Calculus (CV)(MT117),Credit Hours: 3,Course Level: MS/PhD,,"Some Topics in Elementary Number theory: Divisibility and the Euclidean algorithm, Congruences. Finite Fields and Quadratic Residues, Cryptography: Some simple cryptosystems, enciphering matrices. Public key: The idea of public key cryptography, RSA, Knapsack. Primality and Factoring: Pseduoprimes, The continued fraction Method, Elliptic Curves: Basic Facts, Elliptic curve cryptosystems and factorization."
Applied Calculus (EE) (MT117),Credit Hours: 3,Course Level: MS/PhD,,"Group theory, normal subgroups and quotient groups, Sylow theorem, Ring theory, classification of rings, ideals, Euclidian rings, Unique Factorization Domain, Polynomial rings over commutative rings. Vector spaces and Modules, Dual spaces and Modules, Dual spaces, inner product space, Modules, Fields, algebraic extensions, splitting extensions, Galois extensions. Linear Transformations, Triangular form, Nilpotent transformations, Jordan Form, Rational Canonical forms, Trace and transpose, Hermitian, Unitary and normal Transformations, Bilinear and Quadratic Forms."
Business Statistics (MT118),Credit Hours: 3,Course Level: MS/PhD,," Metric spaces and their completeness, Normed linear spaces, Banach Spaces, Finite dimensional spaces, Quotient normed spaces, Bounded linear operators, Bounded linear functionals, Dual spaces, The Hahn-Banach Theorem for normed spaces, Uniform Boundednesspriciple, Open mapping Theorem, Closed Graph Theorem. Inner product spaces, Hilbert spaces, Orthogonal and Orthonormal sets, Gram Schmidt orthogonalization process and its applications, Orthogonal complements, Direct sums, Projection Theorems, Riesz Representation Theorem, Fixed Point Theory and its applications. Approximation Theory in normed and Hilbert spaces."
"This course provides an introduction to statistical theory and its applications for business decision making. The key topics include data collection and presentation, measures of central tendency and dispersion, correlation and regression analysis, and probability and sampling distributions. ",Credit Hours: 3,Course Level: MS/PhD,," Divisibility and Primes; Euclid s Algorithm, Theorems of Lame and Kronecker, Prime numbers, Some Functions of Number Theory; The Euler Phi Function, The Functions t(n) and s(n), The Functions T(n) and S(n), The Mobius Function m(n), The Functions z(s) and f(s), Rational Numbers; Irrational Numbers, Approximating Irrationals, Continued Fractions; Infinite Continued Fractions, Continued Fraction Of ÖR/Q, Approximation by Continued Fractions, Pell s Equations, Congurences; System of Residues, Linear Congurence, Higher Degree, Congurence, Primitive Roots, QuardraticCongurence, Quardratic Residues And Primes, Jacobi Symbol, Sum of Squares of Integers; Sum of Three or Four squares, The Diophentine Equations, Warings Problem, Fermat`s Last Theorm, Tchebychef`s Theorem, Gaucian`s Integers"
Calculus ‑ III (MT201),Credit Hours: 3,Course Level: MS/PhD,,"Abstract Algebra, Groups, Modular Arithmetics, Rings, Integral Domains, Ideals, Fields, Number Theory, Logic and Predicates, Mathematical Induction, Mathematical Reasoning, Boolean Algebra and Computer Logic, Complex Analysis, Derivatives, Analytic Functions, Complex Integration, Laurent's Series, Graph Theory, Measure Theory, Countability of Different Sets."
"Multiple Integrals: Double integrals, Double integrals in polar form, Triple integrals in rectangular coordinates, cylindrical and spherical coordinates. Complex Analysis: Complex numbers and functions, Polar form of complex numbers, Powers and roots, Analytic functions, Cauchy integral theorem, Cauchy integral formula. Sequences and Series.",Credit Hours: 3,Course Level: Masters,,"Introduction to Financial Mathematics Financial Computing ‑Mathematica/Matlab, Statistical Preliminaries ‑ Probability ‑Probability Distributions, Statistical Preliminaries ‑ Statistical Modeling ‑ Time Series Analysis, Vocabulary of Financial Engineering ‑ Contracts, Options, & Derivatives ‑ Calls & Puts ‑ European Options ‑ American Options, Binomial Modeling ‑ One Period Model ‑ Two Period Model, Stochastic Integrals ‑ Information & Stochastic Integrals ‑ Martingales ‑ Ito Formula, Mid Term, Stochastic Differential Equations ‑ Linear SDE ‑ Partial SDE ‑ Kolmogorov Equations, Portfolio Dynamics ‑ Self Financing Portfolios ‑ Dividends, Arbitrage Pricing ‑ Contingent Claims & Arbitrage ‑ Black‑ Scholes Formula ‑ Options on Futures ‑ Volatility, Completeness & Hedging ‑ Under Black Scholes ‑ Under Absence of Arbitrage, Parity Relations & Delta Hedging ‑ Parity Relations ‑ The Greeks ‑ Delta & Gamma Hedging, Several Assets ‑ Pricing ‑ Risk Neutral Valuation ‑ Reducing State Spaces, Incomplete Markets ‑ Scalar Non‑priced Underlying Asset ‑ Multidimensional Case ‑ Stochastic Rate of Interest."
Differential Equations (MT203),Credit Hours: 3,Course Level: MS/PhD,,"Characteristic Subgroups, Commutators, Nilpotent & Solvable Groups, Semi Direct and Central Products, Multiply Transitive Permutation Groups, Linear Groups; Representation of Abelian Groups, Complete Reducibility, Irreducible Representations, p‑salable Representation, Basic Characters, Orthogonally Relations, Induced Characters, FrobeniusGroup;Frattini Subgroup; p‑automorphisms, Special and Extra Special p‑Groups, Fitting Subgroups, pi‑separable and pi‑solvable groups, p‑stability and p‑solvability; Local Fusion, Alperines Theorem, Transfer and Focal Subgroups, Weak Closure and p‑normality; Introduction, Glaubermans Theorem, Thompson Transitivity, Maximal Subgroup Theorem."
Linear Algebra & Diff. Equations (MT204),Credit Hours: 3,Course Level: MS/PhD,,"To provide a necessary mathematical background to develop proper formulation method and solution techniques, governing equation and constitutive relation for simple materials. To solve the problems of computational fluid dynamics."
Probability & Statistics (MT205),Credit Hours: 3,Course Level: MS/PhD,,"Review of statistical concepts like sampling distributions and in particular Chi-square, t, and F distributions. Point and interval estimation of mean, proportion, difference of means, difference of proportions and variance etc.Properties of a good point estimator.Different methods of obtaining   estimators.Finding interval estimators for mean, difference of means, proportion difference of proportions and variance.Properties of a good point estimator.Different methods of obtaining   estimators.Finding interval estimators for mean, difference of means, proportion difference of proportions and variance.Concepts in testing of hypotheses. One-sided and two-sided tests, level of significance, type I and type II errors, power of a test. Econometrics defined. Methodology of econometrics.Simple linear regression model.Least square estimation.Nature of the error terms. Properties of least square estimators. Standard errors and confidence intervals for the parameters.The two variable model, hypotheses testing, coefficient of determination, studying the residuals. Multiple Regression: Assumptions, estimation and hypotheses testing. Joint hypotheses testing.Restricted least squares.Comparing two coefficients of determination. Functional forms of regression models, log-linear, semi-log. lin-log and reciprocal models, polynomial regression models. Dummy variables regression models. Regression on mix of quantitative and qualitative variables.Comparing two regressions.Model selection, criterion and tests, over-fitting and under-fitting, incorrect functional form, measurement errors.Multicollinearity, theoretical and practical consequences of multicollinearity.Remedial steps."
Probability & Statistics (MT206),Credit Hours: 3,Course Level: MS/PhD,,"Initial value Problem of ordinary Differential Equations: Basic theory one- step methods (Euler, Runge-Kutta, dericative, error analysis & control).Multi-step method (Adam –Bashforth, Adam-Moulton, derivation.error analysis (truncation, convergence, root condition, stability) Higher-order ODEs and system of ODEs.Stiff equations (if time allows). Finite Difference Methods: Finite difference approximations. Two point boundary valueproblemsforOdes. Advection equations and the method of lines.The heat equation and semi- implicit method .Linear convergence/stability analysis.Finite Element Method: Variation formula for two- point boundary value problems.Construcion of elements & basic convergence analysis. Method for solution of Nonlinear System of Equations:Newton method for system of nonlinear equations, Steepest Descent technique, Boyden’s method, Numerical method foe finding Eigen values. Wavelets Based Numerical Methods: Preliminary concepts, Application of Wavelets for solution of boundary-value problems, Wavelets Galerkon, s method, Multi scale representation.Multigrid Methods: Multigrid method for one & two dimensional Poisson’s equation.Krylov subspace based method including Conjugate Gradient (CG) & GMRES."
Numerical Methods (MT207),Credit Hours: 3,Course Level: MS/PhD,,"Elements of Group Theory: Subgroups and Subgroup lattices, Normal subgroups, Normal closure of a subgroup in a group. Factor or Quotient groups, Normalizers, Centralizers, Systems of generators and relations, congugancy relation in groups.The automorphism group of a group, commutator or dervied subgroup of a group.Construction of new groups, direct products, normal or semi‑direct products. Group Actions: Definition and examples, Types of group actions, A theorem about relation between the set of all actions of a group G on a set X and the set of all homomorphisms of G into the group (summation)x. Orbits and stabilizers. The Orbit‑Stabilizer theorem.Applications to group theory.Free groups and free products of groups, basic theorems. Group amalgams: Embeddibility of a group amalgam in a group. Generalized free products of groups and their properties.Cartesian products of groups.Cartesian power of a group.Generalized direct products of groups. Recent results in infinite groups."
Numerical Methods (MT208),Credit Hours: 3,Course Level: MS/PhD,,"Martingale, Stopping times and Filtrations: Stochastic Processes and delta‑Fields, Stopping times, Continuous‑times martingales, the Doob_Mayer Decomposition, Continous, Square‑Integrable Martingales. Brownian Motion: The construction of Brownian Motion, The space C[0, infinity), Weak Convergence and Wiener Measure, The Markov Property, The Strong Markov Property and the reflection principle, Brownian Filtration, The Brownian Sample Paths. Stochastic Integration: Construction of the Stochastic Integral, The Change of Variable Formula (The Ito rule), Representations of continuous martingales in terms of brownian motion, The Girsanov Theorem. Brownian Motion and Partial Differential Equations: Harmonic Functions and the Dirichlet Problem, The one dimensional Heat Equation, The formulas of Feynman and Kac. Stichastic Differential Equations: Strong solutions, weak solutions, Gauss‑Markov Processes, The general one‑dimensional linear equation, Connections with partial differential equations: The Dirichlet problem, the Cauchy problem and a Fyenman‑Kac representation."
Discrete Mathematics (MT209),Credit Hours: 3,Course Level: MS/PhD,, Same as Adv. Numerical Methods for Ord. Diff. Eqs. (MT513)
Mathematical Logic (MT210),Credit Hours: 3,Course Level: MS/PhD,,Same as NumericSolutions of Partial Differential Equation (MT610)
Statistical Methods (MT211),Credit Hours: 3,Course Level: MS/PhD,,"Characteristics of fluids The Velocity field: One‑two dimensional flows, steady and unsteady flows, laminar flows, streamlines and path lines. Constitutive equations of different flows and their solutions: Incompressible Newtonian fluid or Navier Stokes fluid, equations of motion for a fluid of different types, Inviscid flow, Eulers equations of motion, Navier Stokes equations in Cartesian and cylinderical coordinate systems. Laminar Flows: Laminar flow on an inclined plane surface, between fixed parallel plates, laminar film on a vertical wall, laminar flow in a pipe or Poiseuille flow, laminar flow in an annulus, laminar flow between coaxial cylinders, circular coquette flow. Unsteady flows: The first and second problems of Stokes, solutions finding by using laplace transform, similarity solutions and by fourier transforms, diffusion of a vertex sheet, second problems of Stokes for a second grade fluid, unsteady motion over a plane wall, Rayleigh‑Stokes problem for an edge, first problem of stokes for oldroyed‑B fluid, Second problem of Stokes for oldroyed‑B fluids. Kinematics Tensors: Rivlin‑Ericson tensors, kinematics of the helical flows, Basic laws, dynamical equations, Cauchy stress tensor, vorticity, shear stress, rate of deformation, dynamic and kinematics viscosity, rotational and irrotational flows."
Statistical Methods & Inference (MT212),Credit Hours: 3,Course Level: MS/PhD,,"Filters, Uniform Spaces, Homotopy, Fundamental Group, Homology, Cohomology, Fiber Bundles and Covering Spaces"
Computing Methods ‑ I (MT213),Credit Hours: 3,Course Level: MS/PhD,,"Field extensions, Algebraic extensions, splitting fields, Separability and inseparability of extensions, Degree of separability and inseparability, Normal extensions and normal closures, Fundamental theorem of Galois theory, Normal basis, Algebraically closed fields, Composites of fields, Infinite Galois theory, The Krull topology. Valuation theory; Definition of valuations, examples, valuation on field of rational numbers and k(x), Equivalent valuations, The topology induced by valuations, The Approximation theorem, complete fields and completions, Hensel’s lemma, Construction of valuations, Archmidean case and non-archimedean case, Introduction of unramified tamely ramified and wildly ramified extensions ."
Computing Methods ‑ II (MT214),Credit Hours: 3,Course Level: MS/PhD,,"Integral domains, principle ideal domain, maximal ideals, prime ideals, Euclidean domain, Representing Primes by Binary quadratic Forms, Noetherian domain, Factorization domain, Noetherian modules, elements integral over a domain, integral closure, Algebraic extensions of a field, Algebraic integrals in a quadratic field, multiple extensions, Algebraic number fields, Discriminant of a set of elements in an algebraic number field, basis of an ideal, integral bases, integral bases in cubic fields, Dedekind domains, Cyclotomic fields."
Probability & Random Processes (MT215),Credit Hours: 3,Course Level: MS/PhD,,"Fuzzy Logic, Fuzzy sets, alpha level sets, zadeh extension principle, triangular norms, triangular conforms, relations, fuzzy relations. Representation Theorem.Modeling of decision making problems."
Statistical Inference (MT216),Credit Hours: 3,Course Level: MS/PhD,,"Review of probability distribution, unbiasedness and consistency properties of estimators, estimation by the method of moments, properties and limitations of estimators by method of moments, likelihood principle, estimators by the method of maximum likelihood, estimators by different distributions, Properties of maximum likelihood estimators, consistency and asymptotic normality, Fisher information, minimum variance unbiased estimators, Rao-Cramer inequality, Efficient estimators, introduction to bayes estimators, Prior and posterior distributions, Conjugate priors, Properties of bayes estimators, Choice of distributions as priors, sufficient statistics, Jointly sufficient statistics, Rao-Black well theorem, minimal sufficient statistics, interval estimation, one sided and two sided confidence intervals, Confidence intervals for parameters normal distribution, testing hypothesis, simple and composite hypothesis, testing of simple hypothesis, Most powerful tests for two simple hypothesis, uniformally most powerful tests, Neyman-Pearson lemma, Monotonce likelihood ratio, Likelihood ratio tests. Goodness of fit test for discrete and continuous distributions, Test of independence and test of homogeneity."
Statistical Inference Lab (ML216),Credit Hours: 3,Course Level: MS/PhD,,"Some basics of differential geometry; Manifolds; Affine connections and Christoffel symbols; Introduction to tensors; Covariant differentiation of tensor fields; Geodesics equations; Curves on manifold; Tangents; Parallel transport; Lie transport; Lie derivatives and Lie Brackets; Geodesic deviation; Differential forms; Introduction to integration theory on manifolds; Riemannian Curvature tensor; Ricci tensor and Ricci scalar; Weyl curvature tensor, Killing equations and Killing vector fields."
Discrete Structures (MT217),Credit Hours: 3,Course Level: MS/PhD,,.
Differential Equation & Linear Algebra (MT218),Credit Hours: 3,Course Level: MS/PhD,,.
Probability & Random Processes (MT219),Credit Hours: 3,Course Level: Masters,,.
Complex Variables and Transforms (MT220),Credit Hours: 3,Course Level: Masters,,"Basic Concepts of Ring Theory: Definition of Ring, Ring homomorphism, Subring, Ideals, Structure of Polynomial rings, Operation on Ideals, Exact Sequences."
Numerical Analysis (MT222),Credit Hours: 3,Course Level: Masters,,"Definition, examples and Types of Rings, Subrings, Homomorphisms and Ideals (Prime, Maximal, Primary, Quotient). , New Rings for Old. 4. Unique Factorization of Domains, Principal Ideal Domains and Euclidean Domains, Finiteness conditions in Rings, Definition, Examples of Modules ,Submodules, Homomorphisms and Quotient Modules, Direct Sum of Modules. , Finitely Generated Modules, Torsion Modules and Free Modules. , Abelian Groups as Modules."
Business Math ‑ II (MT223),Credit Hours: 3,Course Level: MS/PhD,," Introduction to graphs: Graphs and Digraphs, Common families of Graphs, Finite and infinite Graphs, Walks, and Distances, Incidence & degree, Vertex and Edge attributes, Graph modeling applications, Structure and Representation: Graph isomorphism, Automorphisms and Symmetry, Sub graphs, Some Graph operations, Tests for Non-Isomorphism, Matrix Representation, Connected, and Disconnected graphs, Components, Trees: Characterizations and Properties of trees, Pendent vertices in a tree, Distance and centers in a tree, Rooted and Binary trees,  On counting trees, Spanning trees,  Finding all spanning trees of a graph, Counting Binary   trees: Catalan Recursion, Cut-Sets and Cut-Vertices: Cut-Sets, Some properties of cut-sets, All cut-sets in a graph, Fundamental circuits and cut-sets, Network flows, Minimum spanning trees   and shortest paths, Planar and Dual Graphs: Combinatorial VS Geometric Graphs, Planar Graphs, Subdivision &Homomorphisms, Kuratowski’s Two graphs, Different Representations of a planar Graph, Detection of Planarity, Geometric Dual, Combinatorial Dual, More on Criteria of Planarity, Optimal Graph Traversals: Euler Graphs, Hamiltonian paths and cycles, The Traveling Salesman Problem, Vector Spaces of a Graph: Sets with one and two operation, Modular Arithmetic & Galois Fields, Vector Spaces associated with a Graph, Basis vectors of a Graph, Circuit and Cut –Set subspaces, Coloring, Covering and partitioning: Chromatic number, Chromatic partition and Chromatic Polynomial, Matchings, Coverings, The four color problem"
Graph Theory (MT301),Credit Hours: 3,Course Level: MS/PhD,," Introduction to algebraic geometry. Algebraic sets and the Zariski topology, Hilbert’s Nullstellensatz s' theorem  Irreducibility and dimension, Afﬁne varieties, functions, morphisms, and morphism of affine varieties, Functions on afﬁne varieties, affine plane curves, topology of affine curves. Projective varieties, Projective spaces and projective varieties,  Cones and the projective Nullstellensatz s' theorem,   main theorem on projective varieties. Projective plane curves, Bezout’s theorem, Plane cubic curves as complex tori, Genus formula for projective plane curves."
MV Calculus & Complex Analysis (MT302),Credit Hours: 3,Course Level: MS/PhD,,"Finite Fields and Function Fields: Structure of finite fields, Function fields of variables, Extensions of valuations."
Operations Research (MT303),Credit Hours: 3,Course Level: MS/PhD,,.
Queuing Theory (MT401),Credit Hours: 3,Course Level: MS/PhD,,.
"Fluid Approximations: Transient or oversaturated queues, slight oversaturation. Simple Queueing systems: parallel or multichannel servers, Series or tandem queues, work conserving queues. Stochastic models, Equilibrium distributions, Time dependent queues.",Credit Hours: 3,Course Level: MS/PhD,,.
Stochastic Processes (MT402),Credit Hours: 6,Course Level: Doctorate,,.
